date,log_returns,hurst,hurstm
2012/12/31,0.019800574,0.681445581,0.680982623
2013/1/2,0.030254584,0.714997428,0.705689991
2013/1/3,-0.003763185,0.763259886,0.76100108
2013/1/4,0.000351486,0.783087442,0.778637329
2013/1/7,-0.000919285,0.736390518,0.729632047
2013/1/8,-0.002261487,0.739710728,0.745151989
2013/1/9,0.004517871,0.724807443,0.703990283
2013/1/10,0.005122394,0.694891297,0.662038059
2013/1/11,0.001242117,0.697297707,0.664436254
2013/1/14,-0.002607664,0.700059597,0.681161281
2013/1/15,-0.0021579,0.694427766,0.674406278
2013/1/16,0.002170731,0.69244687,0.660427965
2013/1/17,0.005903873,0.708719887,0.685716927
2013/1/18,-0.000411437,0.732269075,0.707507768
2013/1/22,0.00269836,0.71734963,0.713675987
2013/1/23,0.003331828,0.707824808,0.699278011
2013/1/24,-0.007412451,0.716504978,0.707788469
2013/1/25,0.006155982,0.720193987,0.706493899
2013/1/28,0.001456216,0.716369969,0.69806687
2013/1/29,-0.000202918,0.703234706,0.683099826
2013/1/30,-0.003605485,0.708509505,0.697540186
2013/1/31,-5.73E-05,0.712218134,0.703428406
2013/2/1,0.011697224,0.696233889,0.68846072
2013/2/4,-0.015191401,0.685538104,0.66090617
2013/2/5,0.01282315,0.677400658,0.675110792
2013/2/6,-0.000977909,0.676432898,0.676704294
2013/2/7,-0.001057849,0.667503791,0.664261108
2013/2/8,0.009039219,0.67283007,0.646069411
2013/2/11,-0.000585668,0.693072331,0.683047796
2013/2/12,-0.001727682,0.689113816,0.642992962
2013/2/13,0.003255337,0.685981913,0.636548016
2013/2/14,0.000556638,0.686243462,0.6365197
2013/2/15,-0.002074894,0.697708197,0.653807658
2013/2/19,0.006731614,0.702023607,0.664279308
2013/2/20,-0.015422068,0.700054715,0.661005628
2013/2/21,-0.010457695,0.694762927,0.657789204
2013/2/22,0.009638882,0.728628143,0.710042586
2013/2/25,-0.014517455,0.713156173,0.678474395
2013/2/26,0.004290821,0.711131313,0.713415305
2013/2/27,0.010365785,0.696738786,0.68824217
2013/2/28,-0.000654809,0.72866167,0.72462711
2013/3/1,0.003017413,0.690692656,0.687771755
2013/3/4,0.003869792,0.677084535,0.672968101
2013/3/5,0.013143789,0.691906598,0.678327157
2013/3/6,-0.000546033,0.688481274,0.672396872
2013/3/7,0.003011873,0.68327084,0.671574042
2013/3/8,0.0037922,0.696627265,0.690348963
2013/3/11,0.002616497,0.676672225,0.66675652
2013/3/12,-0.003248561,0.664755327,0.646273671
2013/3/13,0.000863206,0.670288143,0.64117356
2013/3/14,0.004246591,0.680015181,0.645613606
2013/3/15,-0.003030119,0.729224545,0.700732297
2013/3/18,-0.003539576,0.693062958,0.678932936
2013/3/19,-0.002625765,0.691252414,0.664300506
2013/3/20,0.007739936,0.695728599,0.669021193
2013/3/21,-0.00975491,0.70597672,0.690684572
